date,shift,team_leader,group,part_number,PO_number,qty_launched,shift_norm,PO_status,tube_fitting,QC_isual,QC_imension,QC_softness,QC_overlap,QC_rubber,OK_qty,scrap_softness,scrap_overlap,scrap_welding,scrap_deformation,scrap_holes,scrap_rubber,scrap_tube,total_scrap,scrap%,Break
2025-04-08,Morning,Alex,2,100005035.00.03,4000122,258,720,CLOSED,na,ok,ok,nok,nok,ok,251,3,2,2,0,0,0,0,7,"2,71",10:00-10:30
2025-04-08,Morning,Alex,2,100005039.00.04,4000122,258,720,CLOSED,na,ok,ok,nok,ok,ok,257,1,0,0,0,0,0,0,1,"0,39",10:00-10:30
2025-04-08,Morning,Alex,2,100005035.00.03,4000126,467,720,open,na,ok,ok,nok,nok,ok,462,3,1,1,0,0,0,0,5,"1,07",10:00-10:30
2025-04-08,Morning,Alex,2,100005039.00.04,4000126,467,720,open,na,ok,ok,nok,nok,ok,463,2,1,1,0,0,0,0,4,"0,86",10:00-10:30
2025-04-08,Afternoon,John,2,100005035.00.03,4000126,733,720,CLOSED,na,ok,ok,nok,nok,ok,719,7,3,0,4,0,0,0,14,"1,91",18:00-18:30
2025-04-08,Afternoon,John,2,100005039.00.04,4000126,733,720,CLOSED,na,ok,ok,nok,nok,ok,721,8,2,0,0,2,0,0,12,"1,64",18:00-18:30
2025-04-08,Afternoon,John,2,100005035.00.03,4000127,21,720,open,na,ok,ok,ok,ok,ok,21,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-08,Afternoon,John,2,100005039.00.04,4000127,21,720,open,na,ok,ok,ok,ok,ok,21,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-09,Morning,John,3,100005049.00.03,4000123,65,720,CLOSED,na,ok,ok,ok,ok,ok,65,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-09,Morning,John,3,100005051.00.04,4000123,65,720,CLOSED,na,ok,ok,ok,ok,ok,65,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-09,Morning,John,3,100005049.00.03,4000128,684,720,open,na,ok,ok,nok,nok,ok,677,3,2,0,2,0,0,0,7,"1,02",10:00-10:30
2025-04-09,Morning,John,3,100005051.00.04,4000128,684,720,open,na,ok,ok,nok,nok,ok,674,5,2,0,0,3,0,0,10,"1,46",10:00-10:30
2025-04-09,Afternoon,Alex,3,100005049.00.03,4000128,516,720,CLOSED,na,ok,ok,nok,nok,ok,513,2,1,0,0,0,0,0,3,"0,58",18:00-18:30
2025-04-09,Afternoon,Alex,3,100005051.00.04,4000128,516,720,CLOSED,na,ok,ok,nok,nok,ok,506,5,3,0,0,2,0,0,10,"1,94",18:00-18:30
2025-04-09,Afternoon,Alex,3,100005049.00.03,4000129,185,720,open,na,ok,ok,nok,ok,ok,183,1,0,0,1,0,0,0,2,"1,08",18:00-18:30
2025-04-09,Afternoon,Alex,3,100005051.00.04,4000129,185,720,open,na,ok,ok,nok,ok,ok,184,1,0,0,0,0,0,0,1,"0,54",18:00-18:30
2025-04-10,Morning,John,1,100005078.00.06,4000125,764,750,open,ok,ok,ok,nok,nok,ok,757,4,2,0,1,0,0,0,7,"0,92",10:00-10:30
2025-04-10,Morning,John,1,100005081.00.05,4000125,764,750,open,na,ok,ok,nok,nok,ok,755,5,2,0,2,0,0,0,9,"1,18",10:00-10:30
2025-04-10,Morning,John,1,100005058.00.05,4000125,764,750,open,na,ok,ok,nok,nok,ok,754,5,2,3,0,0,0,0,10,"1,31",10:00-10:30
2025-04-10,Afternoon,Alex,1,100005078.00.06,4000125,218,720,CLOSED,ok,ok,ok,nok,nok,ok,216,1,1,0,0,0,0,0,2,"0,92",18:00-18:30
2025-04-10,Afternoon,Alex,1,100005081.00.05,4000125,218,720,CLOSED,na,ok,ok,nok,nok,ok,214,3,1,0,0,0,0,0,4,"1,83",18:00-18:30
2025-04-10,Afternoon,Alex,1,100005058.00.05,4000125,218,720,CLOSED,na,ok,ok,nok,ok,ok,216,1,0,1,0,0,0,0,2,"0,92",18:00-18:30
2025-04-10,Afternoon,Alex,1,100005078.00.06,4000130,544,720,open,ok,ok,ok,nok,nok,ok,540,2,1,0,0,1,0,0,4,"0,74",18:00-18:30
2025-04-10,Afternoon,Alex,1,100005081.00.05,4000130,544,720,open,na,ok,ok,nok,nok,ok,537,4,1,0,0,2,0,0,7,"1,29",18:00-18:30
2025-04-10,Afternoon,Alex,1,100005058.00.05,4000130,544,720,open,na,ok,ok,nok,nok,ok,539,3,1,1,0,0,0,0,5,"0,92",18:00-18:30
2025-04-11,Morning,John,2,100005035.00.03,4000127,700,750,open,na,ok,ok,nok,nok,ok,693,4,2,0,0,1,0,0,7,1,10:00-10:30
2025-04-11,Morning,John,2,100005039.00.04,4000127,700,750,open,na,ok,ok,nok,nok,ok,694,4,1,0,0,1,0,0,6,"0,86",10:00-10:30
2025-04-11,Afternoon,Alex,2,100005035.00.03,4000127,479,720,CLOSED,na,ok,ok,nok,nok,ok,470,5,2,0,2,0,0,0,9,"1,88",18:00-18:30
2025-04-11,Afternoon,Alex,2,100005039.00.04,4000127,479,720,CLOSED,na,ok,ok,nok,nok,ok,472,4,2,0,0,1,0,0,7,"1,46",18:00-18:30
2025-04-11,Afternoon,Alex,2,100005035.00.03,4000131,232,720,open,na,ok,ok,nok,ok,ok,231,1,0,0,0,0,0,0,1,"0,43",18:00-18:30
2025-04-11,Afternoon,Alex,2,100005039.00.04,4000131,232,720,open,na,ok,ok,nok,ok,ok,229,2,0,0,1,0,0,0,3,"1,29",18:00-18:30
2025-04-14,Morning,John,2,100005035.00.03,4000131,707,750,open,na,ok,ok,nok,ok,ok,704,2,0,0,1,0,0,0,3,"0,42",10:00-10:30
2025-04-14,Morning,John,2,100005039.00.04,4000131,707,750,open,na,ok,ok,nok,nok,ok,700,4,2,0,0,1,0,0,7,"0,99",10:00-10:30
2025-04-14,Afternoon,Alex,2,100005035.00.03,4000131,261,720,CLOSED,na,ok,ok,nok,nok,ok,259,1,1,0,0,0,0,0,2,"0,77",18:00-18:30
2025-04-14,Afternoon,Alex,2,100005039.00.04,4000131,261,720,CLOSED,na,ok,ok,nok,nok,ok,258,1,1,1,0,0,0,0,3,"1,15",18:00-18:30
2025-04-14,Afternoon,Alex,2,100005035.00.03,4000134,445,720,open,na,ok,ok,nok,nok,ok,442,2,1,0,0,0,0,0,3,"0,67",18:00-18:30
2025-04-14,Afternoon,Alex,2,100005039.00.04,4000134,445,720,open,na,ok,ok,nok,nok,ok,442,1,1,0,0,1,0,0,3,"0,67",18:00-18:30
2025-04-15,Morning,John,3,100005049.00.03,4000132,746,750,open,na,ok,ok,nok,nok,ok,736,6,2,2,0,0,0,0,10,"1,34",10:00-10:30
2025-04-15,Morning,John,3,100005051.00.04,4000132,746,750,open,na,ok,ok,nok,nok,ok,739,3,2,2,0,0,0,0,7,"0,94",10:00-10:30
2025-04-15,Afternoon,Alex,3,100005049.00.03,4000132,24,720,CLOSED,na,ok,ok,ok,ok,ok,24,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-15,Afternoon,Alex,3,100005051.00.04,4000132,24,720,CLOSED,na,ok,ok,ok,ok,ok,24,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-15,Afternoon,Alex,3,100005049.00.03,4000135,716,720,open,na,ok,ok,nok,nok,ok,708,4,2,2,0,0,0,0,8,"1,12",18:00-18:30
2025-04-15,Afternoon,Alex,3,100005051.00.04,4000135,716,720,open,na,ok,ok,nok,nok,ok,706,5,2,3,0,0,0,0,10,"1,4",18:00-18:30
2025-04-16,Morning,Alex,1,100005078.00.06,4000133,373,720,CLOSED,ok,ok,ok,nok,nok,ok,367,3,2,0,1,0,0,0,6,"1,61",10:00-10:30
2025-04-16,Morning,Alex,1,100005081.00.05,4000133,373,720,CLOSED,na,ok,ok,ok,ok,ok,373,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-16,Morning,Alex,1,100005058.00.05,4000133,373,720,CLOSED,na,ok,ok,nok,ok,ok,370,2,0,0,1,0,0,0,3,"0,8",10:00-10:30
2025-04-16,Morning,Alex,1,100005078.00.06,4000136,390,720,open,ok,ok,ok,nok,nok,ok,382,5,1,2,0,0,0,0,8,"2,05",10:00-10:30
2025-04-16,Morning,Alex,1,100005081.00.05,4000136,390,720,open,na,ok,ok,nok,nok,ok,382,4,1,0,3,0,0,0,8,"2,05",10:00-10:30
2025-04-16,Morning,Alex,1,100005058.00.05,4000136,390,720,open,na,ok,ok,nok,nok,ok,386,2,1,0,0,1,0,0,4,"1,03",10:00-10:30
2025-04-16,Afternoon,John,1,100005078.00.06,4000136,765,750,open,ok,ok,ok,nok,nok,ok,758,3,2,0,2,0,0,0,7,"0,92",18:00-18:30
2025-04-16,Afternoon,John,1,100005081.00.05,4000136,765,750,open,na,ok,ok,nok,ok,ok,762,2,0,0,1,0,0,0,3,"0,39",18:00-18:30
2025-04-16,Afternoon,John,1,100005058.00.05,4000136,765,750,open,na,ok,ok,nok,nok,ok,761,2,1,1,0,0,0,0,4,"0,52",18:00-18:30
2025-04-17,Morning,Alex,2,100005035.00.03,4000134,736,750,open,na,ok,ok,nok,nok,ok,729,4,1,0,2,0,0,0,7,"0,95",10:00-10:30
2025-04-17,Morning,Alex,2,100005039.00.04,4000134,736,750,open,na,ok,ok,nok,nok,ok,727,6,1,0,0,2,0,0,9,"1,22",10:00-10:30
2025-04-17,Afternoon,John,2,100005035.00.03,4000134,19,720,CLOSED,na,ok,ok,ok,ok,ok,19,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-17,Afternoon,John,2,100005039.00.04,4000134,19,720,CLOSED,na,ok,ok,nok,nok,ok,17,1,1,0,0,0,0,0,2,"10,53",18:00-18:30
2025-04-17,Afternoon,John,2,100005035.00.03,4000137,695,720,open,na,ok,ok,nok,nok,ok,691,2,1,1,0,0,0,0,4,"0,58",18:00-18:30
2025-04-17,Afternoon,John,2,100005039.00.04,4000137,695,720,open,na,ok,ok,nok,nok,ok,689,4,1,0,0,1,0,0,6,"0,86",18:00-18:30
2025-04-18,Morning,Alex,3,100005049.00.03,4000135,484,720,CLOSED,na,ok,ok,nok,nok,ok,479,3,1,1,0,0,0,0,5,"1,03",10:00-10:30
2025-04-18,Morning,Alex,3,100005051.00.04,4000135,484,720,CLOSED,na,ok,ok,nok,nok,ok,480,2,1,1,0,0,0,0,4,"0,83",10:00-10:30
2025-04-18,Morning,Alex,3,100005049.00.03,4000138,261,720,open,na,ok,ok,nok,ok,ok,259,1,0,0,1,0,0,0,2,"0,77",10:00-10:30
2025-04-18,Morning,Alex,3,100005051.00.04,4000138,261,720,open,na,ok,ok,nok,nok,ok,257,2,1,0,1,0,0,0,4,"1,53",10:00-10:30
2025-04-18,Afternoon,John,3,100005049.00.03,4000138,741,750,open,na,ok,ok,nok,nok,ok,730,5,4,0,0,2,0,0,11,"1,48",18:00-18:30
2025-04-18,Afternoon,John,3,100005051.00.04,4000138,741,750,open,na,ok,ok,nok,nok,ok,734,4,2,0,1,0,0,0,7,"0,94",18:00-18:30
2025-04-21,Morning,Alex,3,100005049.00.03,4000138,198,720,CLOSED,na,ok,ok,nok,ok,ok,196,1,0,1,0,0,0,0,2,"1,01",10:00-10:30
2025-04-21,Morning,Alex,3,100005051.00.04,4000138,198,720,CLOSED,na,ok,ok,ok,ok,ok,198,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-21,Morning,Alex,3,100005049.00.03,4000142,525,720,open,na,ok,ok,nok,nok,ok,520,3,1,0,0,1,0,0,5,"0,95",10:00-10:30
2025-04-21,Morning,Alex,3,100005051.00.04,4000142,525,720,open,na,ok,ok,nok,nok,ok,521,2,1,1,0,0,0,0,4,"0,76",10:00-10:30
2025-04-21,Afternoon,John,3,100005049.00.03,4000142,675,720,CLOSED,na,ok,ok,nok,nok,ok,667,4,2,0,0,2,0,0,8,"1,19",18:00-18:30
2025-04-21,Afternoon,John,3,100005051.00.04,4000142,675,720,CLOSED,na,ok,ok,nok,nok,ok,668,4,2,0,1,0,0,0,7,"1,04",18:00-18:30
2025-04-21,Afternoon,John,3,100005049.00.03,4000143,72,720,open,na,ok,ok,ok,ok,ok,72,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-21,Afternoon,John,3,100005051.00.04,4000143,72,720,open,na,ok,ok,ok,ok,ok,72,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-22,Morning,Alex,1,100005078.00.06,4000140,731,750,open,ok,ok,ok,nok,nok,ok,725,4,1,0,1,0,0,0,6,"0,82",10:00-10:30
2025-04-22,Morning,Alex,1,100005081.00.05,4000140,731,750,open,na,ok,ok,nok,nok,ok,723,5,1,2,0,0,0,0,8,"1,09",10:00-10:30
2025-04-22,Morning,Alex,1,100005058.00.05,4000140,731,750,open,na,ok,ok,nok,nok,ok,720,7,2,0,2,0,0,0,11,"1,5",10:00-10:30
2025-04-22,Afternoon,John,1,100005078.00.06,4000140,206,720,CLOSED,ok,ok,ok,nok,ok,ok,205,1,0,0,0,0,0,0,1,"0,49",18:00-18:30
2025-04-22,Afternoon,John,1,100005081.00.05,4000140,206,720,CLOSED,na,ok,ok,nok,nok,ok,204,1,1,0,0,0,0,0,2,"0,97",18:00-18:30
2025-04-22,Afternoon,John,1,100005058.00.05,4000140,206,720,CLOSED,na,ok,ok,nok,nok,ok,204,1,1,0,0,0,0,0,2,"0,97",18:00-18:30
2025-04-22,Afternoon,John,1,100005078.00.06,4000144,561,720,open,ok,ok,ok,nok,ok,ok,560,1,0,0,0,0,0,0,1,"0,18",18:00-18:30
2025-04-22,Afternoon,John,1,100005081.00.05,4000144,561,720,open,na,ok,ok,nok,nok,ok,557,2,1,1,0,0,0,0,4,"0,71",18:00-18:30
2025-04-22,Afternoon,John,1,100005058.00.05,4000144,561,720,open,na,ok,ok,nok,nok,ok,556,3,1,1,0,0,0,0,5,"0,89",18:00-18:30
2025-04-23,Morning,John,2,100005035.00.03,4000141,262,720,CLOSED,na,ok,ok,nok,nok,ok,258,2,1,1,0,0,0,0,4,"1,53",10:00-10:30
2025-04-23,Morning,John,2,100005039.00.04,4000141,262,720,CLOSED,na,ok,ok,nok,ok,ok,260,1,0,0,0,1,0,0,2,"0,76",10:00-10:30
2025-04-23,Morning,John,2,100005035.00.03,4000145,455,720,open,na,ok,ok,nok,nok,ok,452,1,1,0,0,1,0,0,3,"0,66",10:00-10:30
2025-04-23,Morning,John,2,100005039.00.04,4000145,455,720,open,na,ok,ok,nok,nok,ok,444,7,2,2,0,0,0,0,11,"2,42",10:00-10:30
2025-04-23,Afternoon,Alex,2,100005035.00.03,4000145,745,720,CLOSED,na,ok,ok,nok,nok,ok,738,4,2,0,1,0,0,0,7,"0,94",18:00-18:30
2025-04-23,Afternoon,Alex,2,100005039.00.04,4000145,745,720,CLOSED,na,ok,ok,nok,nok,ok,735,6,1,0,3,0,0,0,10,"1,34",18:00-18:30
2025-04-23,Afternoon,Alex,2,100005035.00.03,4000146,14,720,open,na,ok,ok,ok,ok,ok,14,0,0,0,0,0,0,0,0,0,18:00-18:30
2025-04-23,Afternoon,Alex,2,100005039.00.04,4000146,14,720,open,na,ok,ok,nok,ok,ok,13,1,0,0,0,0,0,0,1,"7,14",18:00-18:30
2025-04-24,Morning,John,3,100005049.00.03,4000143,732,750,open,na,ok,ok,ok,ok,ok,731,0,0,0,1,0,0,0,1,"0,14",10:00-10:30
2025-04-24,Morning,John,3,100005051.00.04,4000143,732,750,open,na,ok,ok,nok,nok,ok,725,3,2,0,2,0,0,0,7,"0,96",10:00-10:30
2025-04-24,Afternoon,Alex,3,100005049.00.03,4000143,396,720,CLOSED,na,ok,ok,ok,nok,ok,395,0,1,0,0,0,0,0,1,"0,25",18:00-18:30
2025-04-24,Afternoon,Alex,3,100005051.00.04,4000143,396,720,CLOSED,na,ok,ok,nok,nok,ok,393,1,1,1,0,0,0,0,3,"0,76",18:00-18:30
2025-04-24,Afternoon,Alex,3,100005049.00.03,4000147,364,720,open,na,ok,ok,nok,nok,ok,358,3,2,1,0,0,0,0,6,"1,65",18:00-18:30
2025-04-24,Afternoon,Alex,3,100005051.00.04,4000147,364,720,open,na,ok,ok,nok,ok,ok,361,2,0,0,0,1,0,0,3,"0,82",18:00-18:30
2025-04-25,Morning,John,1,100005078.00.06,4000144,639,720,CLOSED,ok,ok,ok,nok,nok,ok,628,5,3,0,0,3,0,0,11,"1,72",10:00-10:30
2025-04-25,Morning,John,1,100005081.00.05,4000144,639,720,CLOSED,na,ok,ok,nok,nok,ok,631,5,1,0,2,0,0,0,8,"1,25",10:00-10:30
2025-04-25,Morning,John,1,100005058.00.05,4000144,639,720,CLOSED,na,ok,ok,nok,nok,ok,633,3,1,0,2,0,0,0,6,"0,94",10:00-10:30
2025-04-25,Morning,John,1,100005078.00.06,4000148,121,720,open,ok,ok,ok,nok,ok,ok,120,1,0,0,0,0,0,0,1,"0,83",10:00-10:30
2025-04-25,Morning,John,1,100005081.00.05,4000148,121,720,open,na,ok,ok,nok,ok,ok,120,1,0,0,0,0,0,0,1,"0,83",10:00-10:30
2025-04-25,Morning,John,1,100005058.00.05,4000148,121,720,open,na,ok,ok,ok,ok,ok,121,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-25,Afternoon,Alex,1,100005078.00.06,4000148,770,750,open,ok,ok,ok,nok,ok,ok,767,2,0,0,0,1,0,0,3,"0,39",18:00-18:30
2025-04-25,Afternoon,Alex,1,100005081.00.05,4000148,770,750,open,na,ok,ok,nok,nok,ok,763,4,2,0,0,1,0,0,7,"0,91",18:00-18:30
2025-04-25,Afternoon,Alex,1,100005058.00.05,4000148,770,750,open,na,ok,ok,nok,nok,ok,762,5,2,0,0,1,0,0,8,"1,04",18:00-18:30
2025-04-28,Morning,John,1,100005078.00.06,4000148,309,720,CLOSED,ok,ok,ok,nok,nok,ok,304,3,1,0,1,0,0,0,5,"1,62",10:00-10:30
2025-04-28,Morning,John,1,100005081.00.05,4000148,309,720,CLOSED,na,ok,ok,nok,nok,ok,306,2,1,0,0,0,0,0,3,"0,97",10:00-10:30
2025-04-28,Morning,John,1,100005058.00.05,4000148,309,720,CLOSED,na,ok,ok,nok,nok,ok,304,2,1,0,2,0,0,0,5,"1,62",10:00-10:30
2025-04-28,Morning,John,1,100005078.00.06,4000151,436,720,open,ok,ok,ok,ok,ok,ok,436,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-28,Morning,John,1,100005081.00.05,4000151,436,720,open,na,ok,ok,nok,nok,ok,432,2,1,1,0,0,0,0,4,"0,92",10:00-10:30
2025-04-28,Morning,John,1,100005058.00.05,4000151,436,720,open,na,ok,ok,nok,nok,ok,431,3,1,0,0,1,0,0,5,"1,15",10:00-10:30
2025-04-28,Afternoon,Alex,1,100005078.00.06,4000151,741,750,open,ok,ok,ok,nok,nok,ok,732,5,2,0,0,2,0,0,9,"1,21",18:00-18:30
2025-04-28,Afternoon,Alex,1,100005081.00.05,4000151,741,750,open,na,ok,ok,nok,nok,ok,738,1,1,0,0,1,0,0,3,"0,4",18:00-18:30
2025-04-28,Afternoon,Alex,1,100005058.00.05,4000151,741,750,open,na,ok,ok,nok,nok,ok,732,4,3,2,0,0,0,0,9,"1,21",18:00-18:30
2025-04-29,Morning,John,2,100005035.00.03,4000149,727,750,open,na,ok,ok,nok,nok,ok,720,4,1,0,2,0,0,0,7,"0,96",10:00-10:30
2025-04-29,Morning,John,2,100005039.00.04,4000149,727,750,open,na,ok,ok,nok,nok,ok,718,5,2,0,2,0,0,0,9,"1,24",10:00-10:30
2025-04-29,Afternoon,Alex,2,100005035.00.03,4000149,207,720,CLOSED,na,ok,ok,nok,ok,ok,205,1,0,1,0,0,0,0,2,"0,97",18:00-18:30
2025-04-29,Afternoon,Alex,2,100005039.00.04,4000149,207,720,CLOSED,na,ok,ok,nok,nok,ok,204,1,1,1,0,0,0,0,3,"1,45",18:00-18:30
2025-04-29,Afternoon,Alex,2,100005035.00.03,4000152,513,720,open,na,ok,ok,nok,nok,ok,504,5,2,2,0,0,0,0,9,"1,75",18:00-18:30
2025-04-29,Afternoon,Alex,2,100005039.00.04,4000152,513,720,open,na,ok,ok,nok,nok,ok,507,4,1,0,0,1,0,0,6,"1,17",18:00-18:30
2025-04-30,Morning,Alex,3,100005049.00.03,4000150,574,720,CLOSED,na,ok,ok,nok,ok,ok,570,3,0,0,0,1,0,0,4,"0,7",10:00-10:30
2025-04-30,Morning,Alex,3,100005051.00.04,4000150,574,720,CLOSED,na,ok,ok,nok,nok,ok,567,4,2,1,0,0,0,0,7,"1,22",10:00-10:30
2025-04-30,Morning,Alex,3,100005049.00.03,4000153,179,720,open,na,ok,ok,ok,ok,ok,179,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-04-30,Morning,Alex,3,100005051.00.04,4000153,179,720,open,na,ok,ok,nok,nok,ok,174,2,1,0,2,0,0,0,5,"2,79",10:00-10:30
2025-04-30,Afternoon,John,3,100005049.00.03,4000153,728,750,open,na,ok,ok,nok,nok,ok,723,3,1,1,0,0,0,0,5,"0,69",18:00-18:30
2025-04-30,Afternoon,John,3,100005051.00.04,4000153,728,750,open,na,ok,ok,nok,nok,ok,723,3,1,1,0,0,0,0,5,"0,69",18:00-18:30
2025-05-01,Morning,Alex,1,100005078.00.06,4000151,23,720,CLOSED,ok,ok,ok,ok,ok,ok,23,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-05-01,Morning,Alex,1,100005081.00.05,4000151,23,720,CLOSED,na,ok,ok,ok,ok,ok,23,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-05-01,Morning,Alex,1,100005058.00.05,4000151,23,720,CLOSED,na,ok,ok,nok,ok,ok,22,1,0,0,0,0,0,0,1,"4,35",10:00-10:30
2025-05-01,Morning,Alex,1,100005078.00.06,4000154,727,720,open,ok,ok,ok,nok,nok,ok,719,4,1,0,0,3,0,0,8,"1,1",10:00-10:30
2025-05-01,Morning,Alex,1,100005081.00.05,4000154,727,720,open,na,ok,ok,nok,nok,ok,721,4,1,0,1,0,0,0,6,"0,83",10:00-10:30
2025-05-01,Morning,Alex,1,100005058.00.05,4000154,727,720,open,na,ok,ok,nok,nok,ok,719,5,2,1,0,0,0,0,8,"1,1",10:00-10:30
2025-05-01,Afternoon,John,1,100005078.00.06,4000154,473,720,CLOSED,ok,ok,ok,nok,ok,ok,471,1,0,0,1,0,0,0,2,"0,42",18:00-18:30
2025-05-01,Afternoon,John,1,100005081.00.05,4000154,473,720,CLOSED,na,ok,ok,nok,nok,ok,470,1,1,0,0,1,0,0,3,"0,63",18:00-18:30
2025-05-01,Afternoon,John,1,100005058.00.05,4000154,473,720,CLOSED,na,ok,ok,nok,nok,ok,471,1,1,0,0,0,0,0,2,"0,42",18:00-18:30
2025-05-01,Afternoon,John,1,100005078.00.06,4000156,275,720,open,ok,ok,ok,nok,ok,ok,273,1,0,0,1,0,0,0,2,"0,73",18:00-18:30
2025-05-01,Afternoon,John,1,100005081.00.05,4000156,275,720,open,na,ok,ok,nok,ok,ok,273,1,0,0,1,0,0,0,2,"0,73",18:00-18:30
2025-05-01,Afternoon,John,1,100005058.00.05,4000156,275,720,open,na,ok,ok,nok,nok,ok,270,3,1,0,0,1,0,0,5,"1,82",18:00-18:30
2025-05-02,Morning,Alex,2,100005035.00.03,4000152,687,720,CLOSED,na,ok,ok,nok,nok,ok,678,6,1,0,2,0,0,0,9,"1,31",10:00-10:30
2025-05-02,Morning,Alex,2,100005039.00.04,4000152,687,720,CLOSED,na,ok,ok,nok,ok,ok,686,1,0,0,0,0,0,0,1,"0,15",10:00-10:30
2025-05-02,Morning,Alex,2,100005035.00.03,4000157,46,720,open,na,ok,ok,ok,nok,ok,45,0,1,0,0,0,0,0,1,"2,17",10:00-10:30
2025-05-02,Morning,Alex,2,100005039.00.04,4000157,46,720,open,na,ok,ok,ok,ok,ok,46,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-05-02,Afternoon,John,2,100005035.00.03,4000157,758,750,open,na,ok,ok,nok,nok,ok,755,2,1,0,0,0,0,0,3,"0,4",18:00-18:30
2025-05-02,Afternoon,John,2,100005039.00.04,4000157,758,750,open,na,ok,ok,nok,nok,ok,748,5,3,0,2,0,0,0,10,"1,32",18:00-18:30
2025-05-05,Morning,Alex,2,100005035.00.03,4000157,396,720,CLOSED,na,ok,ok,nok,ok,ok,394,1,0,0,1,0,0,0,2,"0,51",10:00-10:30
2025-05-05,Morning,Alex,2,100005039.00.04,4000157,396,720,CLOSED,na,ok,ok,nok,nok,ok,389,4,2,0,0,1,0,0,7,"1,77",10:00-10:30
2025-05-05,Morning,Alex,2,100005035.00.03,4000160,344,720,open,na,ok,ok,ok,ok,ok,344,0,0,0,0,0,0,0,0,0,10:00-10:30
2025-05-05,Morning,Alex,2,100005039.00.04,4000160,344,720,open,na,ok,ok,nok,nok,ok,340,3,1,0,0,0,0,0,4,"1,16",10:00-10:30
2025-05-05,Afternoon,John,2,100005035.00.03,4000160,722,750,open,na,ok,ok,nok,nok,ok,711,7,2,2,0,0,0,0,11,"1,52",18:00-18:30
2025-05-05,Afternoon,John,2,100005039.00.04,4000160,722,750,open,na,ok,ok,nok,nok,ok,711,5,2,0,0,4,0,0,11,"1,52",18:00-18:30
2025-05-06,Morning,Alex,3,100005049.00.03,4000161,708,750,open,na,ok,ok,nok,nok,ok,699,5,2,0,2,0,0,0,9,"1,27",10:00-10:30
2025-05-06,Morning,Alex,3,100005051.00.04,4000161,708,750,open,na,ok,ok,nok,nok,ok,702,3,1,0,2,0,0,0,6,"0,85",10:00-10:30
2025-05-06,Afternoon,John,3,100005049.00.03,4000161,492,720,CLOSED,na,ok,ok,nok,nok,ok,485,4,1,0,2,0,0,0,7,"1,42",18:00-18:30
2025-05-06,Afternoon,John,3,100005051.00.04,4000161,492,720,CLOSED,na,ok,ok,nok,nok,ok,485,4,2,1,0,0,0,0,7,"1,42",18:00-18:30
2025-05-06,Afternoon,John,3,100005049.00.03,4000163,246,720,open,na,ok,ok,nok,ok,ok,245,1,0,0,0,0,0,0,1,"0,41",18:00-18:30
2025-05-06,Afternoon,John,3,100005051.00.04,4000163,246,720,open,na,ok,ok,nok,nok,ok,241,3,1,0,0,1,0,0,5,"2,03",18:00-18:30
2025-05-07,Morning,John,1,100005078.00.06,4000159,614,720,CLOSED,ok,ok,ok,nok,ok,ok,611,2,0,1,0,0,0,0,3,"0,49",10:00-10:30
2025-05-07,Morning,John,1,100005081.00.05,4000159,614,720,CLOSED,na,ok,ok,nok,nok,ok,602,6,4,0,0,2,0,0,12,"1,95",10:00-10:30
2025-05-07,Morning,John,1,100005058.00.05,4000159,614,720,CLOSED,na,ok,ok,nok,nok,ok,609,3,1,1,0,0,0,0,5,"0,81",10:00-10:30
2025-05-07,Morning,John,1,100005078.00.06,4000164,135,720,open,ok,ok,ok,nok,ok,ok,133,1,0,0,0,0,0,1,2,"1,48",10:00-10:30
2025-05-07,Morning,John,1,100005081.00.05,4000164,135,720,open,na,ok,ok,ok,nok,ok,134,0,1,0,0,0,0,0,1,"0,74",10:00-10:30
2025-05-07,Morning,John,1,100005058.00.05,4000164,135,720,open,na,ok,ok,nok,nok,ok,133,1,1,0,0,0,0,0,2,"1,48",10:00-10:30
2025-05-07,Afternoon,Alex,1,100005078.00.06,4000164,764,750,open,ok,ok,ok,nok,nok,ok,756,4,3,0,0,1,0,0,8,"1,05",18:00-18:30
2025-05-07,Afternoon,Alex,1,100005081.00.05,4000164,764,750,open,na,ok,ok,nok,nok,ok,754,5,2,0,3,0,0,0,10,"1,31",18:00-18:30
2025-05-07,Afternoon,Alex,1,100005058.00.05,4000164,764,750,open,na,ok,ok,nok,ok,ok,763,1,0,0,0,0,0,0,1,"0,13",18:00-18:30
